,In Match Predictions
174,0.08770006590099018
175,0.06779091121892894
176,0.08174395710910165
177,0.10406065157987122
178,0.0599202131869088
179,0.0569636013609494
180,0.03765022496646891
181,0.02587828717652912
182,0.03563758813387644
183,0.020607389850577165
184,0.016056906002634524
185,0.016348095517167968
186,0.010552962885567355
187,0.007370357432628746
188,0.008031442247961786
189,0.008022661216972957
190,0.006752976493833885
191,0.007028801258271438
192,0.010164561578545688
193,0.007947954384679184
194,0.007673178859660479
195,0.02196653804845367
196,0.017837096386120393
197,0.011620514610824436
198,0.006259015608402863
199,0.010457236451640324
200,0.011201445575625883
201,0.00951694576657546
202,0.010152059737094737
203,0.008116538669925427
204,0.010170132427056219
205,0.015604943383963758
206,0.016381958859478515
207,0.027704922877339572
208,0.019313744574290904
209,0.01273746903193442
210,0.010406795504696701
211,0.01362848615016738
212,0.1093127306152735
213,0.07692543491264654
214,0.09956972787787437
215,0.13180837173343596
216,0.1570033711676149
217,0.2602884316713721
218,0.18130104747024492
219,0.2301676206534782
220,0.2965769238487479
221,0.21093096955928384
222,0.2973693476813392
223,0.46143854309565074
224,0.5736540372782172
225,0.45576996817005105
226,0.5087727998669983
227,0.5951120429686104
228,0.48656728167626495
229,0.3985663360150282
230,0.28006241532288995
231,0.42499602309657974
232,0.4935930951007012
233,0.43958591104452405
234,0.45792009693311253
235,0.3985663360150282
236,0.3864792961655329
237,0.4167813317615925
238,0.5002588848583601
239,0.42499602309657974
240,0.5027214955223812
241,0.703030534909145
242,0.632926231019525
243,0.6949983396004543
244,0.7797335144492333
245,0.8438875458738516
246,0.795859166642812
247,0.6926190293140461
248,0.5581389258778064
249,0.5004053640857181
250,0.5864189744441435
251,0.493067809770584
252,0.5757157110932196
253,0.5924712430201179
254,0.513434351169927
255,0.45145267709630754
256,0.6448469790100516
257,0.7659160064366932
258,0.7732692729925731
259,0.7257724049436822
260,0.6683048886178241
261,0.5124705819366413
262,0.4408481962809733
263,0.36917961460602006
264,0.4163041582567362
265,0.2972835574904249
266,0.3526808204907648
267,0.3198800118179199
268,0.24093481601428168
269,0.18322605126943856
270,0.22308038580478526
271,0.188919519004689
272,0.15484644622927402
273,0.18277115847669795
274,0.24017006151291484
275,0.18550591660557555
276,0.20941166165027483
277,0.31928482975545835
278,0.2611370502749474
279,0.195135667732425
280,0.2350141897699253
281,0.1920474901915212
282,0.2583101018643237
283,0.2882076032889616
284,0.2077028436101035
285,0.15925609933640877
286,0.21121360764269823
287,0.15557445348590687
288,0.18186817406715983
289,0.13488698423325768
290,0.09170503227429883
291,0.07235872505743479
292,0.10102762103175035
293,0.07130895198891386
294,0.046084082008017994
295,0.06009439179231769
296,0.09981308912497186
297,0.061006582178804565
298,0.045896031044000696
299,0.7797267379305922
300,0.6932043238154115
301,0.751781683646374
302,0.8069367584036393
303,0.6721189678119128
304,0.7290950889789815
305,0.7699880624530633
306,0.727650997681931
307,0.7749150026711586
308,0.8421305403062267
309,0.7745282607275835
310,0.9010895180225958
311,0.873331061143719
312,0.8057947507173714
313,0.7853280277051327
314,0.7834693235565843
315,0.8286680414167107
316,0.7771975509343114
317,0.8223460837853618
318,0.848143630582792
319,0.9095966846360588
320,0.8787257338312897
321,0.8402847989319614
322,0.8733074813852802
323,0.8384217105295224
324,0.8010753446630031
325,0.8426958485062048
326,0.8755980127720058
327,0.9053277709391597
328,0.8578863367203341
329,0.9160205482541034
330,0.8920951024398553
331,0.9119619443969352
332,0.8790162968347005
333,0.861342353244279
334,0.8168293552938899
335,0.9216957986593006
336,0.8850756289385819
337,0.9442056849022518
338,0.9290972906337228
339,0.9440048546532023
340,0.9204117541837536
341,0.9372428840742811
342,0.9666544704857608
343,0.9707304834585978
344,0.9600922326246958
345,0.9712090004147841
346,0.960890644646004
347,0.9703298239087746
348,0.9752652011695775
349,0.7704521390312843
350,0.6952248166536888
351,0.649073936855781
352,0.583625933447404
353,0.6039354789695032
354,0.6602960586608246
355,0.7127992663823207
356,0.6302060788264424
357,0.7947807454925062
358,0.8042415141687015
359,0.6375062959702952
360,0.5427253235654427
361,0.5099344978274756
362,0.7208666539347758
363,0.672669037990041
364,0.7302755927432283
365,0.7614610637093471
366,0.8191071833802644
367,0.7432221794179711
368,0.6901770715370911
369,0.6368280851938827
370,0.6294492009865674
371,0.5330324840254149
372,0.609672902818155
373,0.7784363038265382
374,0.7184897712646013
375,0.8202000155022071
376,0.7690610173903293
377,0.6832778818523907
378,0.6356869867353926
379,0.6482164073859411
380,0.7079995374706823
381,0.638594184876354
382,0.6957870991257418
383,0.7373841311219369
384,0.6716013382725139
385,0.8384202375775842
386,0.8273714457183087
387,0.7555336965396244
388,0.8126907258631996
389,0.7127767995100044
390,0.6886558128649016
391,0.7400061583932159
392,0.7896253638467894
393,0.7159801405711419
394,0.7468559910099559
395,0.8477589507104261
396,0.8008715684775932
397,0.7160175861866602
398,0.7049440565357048
399,0.7073454858690635
400,0.7521405283671807
401,0.6710839640346773
402,0.7297464901508849
403,0.773143444039204
404,0.8599140305819659
405,0.8620347244240935
406,0.8648001933045659
407,0.8696994778999162
408,0.8330920265059834
409,0.9261692851610187
410,0.8698590192431724
411,0.8732050110873264
412,0.8694113436216264
413,0.8665037215271676
414,0.9240819819244449
415,0.7713220411893744
416,0.8249649026616637
417,0.8614477953254034
418,0.8771655257728688
419,0.8364208894464054
420,0.7792683708104199
421,0.9115475599764371
422,0.9047595342867243
423,0.87116881277689
424,0.8488909057662295
425,0.8175755695218363
426,0.802882667664539
427,0.7407226516152894
428,0.7811051492259796
429,0.7094234983432885
430,0.7562950598682153
431,0.7948243298192614
432,0.9135442767589295
433,0.8729857582607388
434,0.8660786826997265
435,0.8771758601690474
436,0.8452971928078786
437,0.8053789067395216
438,0.8518286818837814
439,0.8787813940088148
440,0.8407689545135725
441,0.8588487920738613
442,0.8883960242573533
443,0.8766874814752731
444,0.8544169037156285
445,0.7955534707583912
446,0.8205380008203286
447,0.7542731082297588
448,0.8756662402958434
449,0.9049102714394563
450,0.8753354057431856
451,0.8253875257736624
452,0.8041554751023678
453,0.9089257940207309
454,0.9328372879555099
455,0.9461236777791149
456,0.9605170417021082
457,0.9733873362881437
458,0.9624826808199716
459,0.947351472459444
460,0.9059274118781442
461,0.9572337343159565
462,0.9137422579065118
463,0.8910939960241872
464,0.8411010543072966
465,0.7879524830295612
466,0.8298166694253891
467,0.8644820924180577
468,0.8780958158914233
469,0.83513257296043
470,0.80330343194501
471,0.8375969205925686
472,0.938626742290574
473,0.9108553793397589
474,0.8810195511336067
475,0.847357526398535
476,0.8505877072479283
477,0.8827864022904798
478,0.9108190906377186
479,0.9304823124362214
480,0.8973574291880968
481,0.9405017717759356
482,0.8914740382403045
483,0.8925115953711172
484,0.9063367522960672
485,0.8871071089987398
486,0.8635604784015162
487,0.8632599718253398
488,0.8636443146399922
489,0.8675670146139546
490,0.8639089276267905
491,0.8648955413862047
492,0.8631213047649943
493,0.8670909373754733
494,0.863438397718291
495,0.8482821264985493
496,0.8669369219487136
497,0.9118662176152577
498,0.28402439647694183
499,0.20738059049329377
500,0.25263667429974546
501,0.3150524152176536
502,0.5130613696020697
503,0.5209274464755816
504,0.41160464353812626
505,0.33287200472606837
506,0.296310748667346
507,0.2817297116431572
508,0.3637418618930142
509,0.42380393145199563
510,0.33997482344038393
511,0.2652074747674817
512,0.30209290669484923
513,0.2523902301596416
514,0.31637982933431696
515,0.5454789096617011
516,0.4524324318999661
517,0.36215785832856767
518,0.29888575681792273
519,0.36822453509331426
520,0.3033887633495962
521,0.540491385017349
522,0.43399171694127997
523,0.6389813487718119
524,0.5779597427004707
525,0.6316404910120728
526,0.5509848838498879
527,0.6189032839567989
528,0.7379722218784247
529,0.5213652870598352
530,0.5082927154567066
531,0.4404357213470565
532,0.5082927154567066
533,0.41563151230199025
534,0.5218452382274225
535,0.6654592186202023
536,0.7806521915469415
537,0.7010168514589826
538,0.8572057850772554
539,0.8243202173577999
540,0.9153377128139972
541,0.919009238399463
542,0.9117334207192247
543,0.9112936854587346
544,0.9212648397145831
545,0.9498371505659624
546,0.9405275281027126
547,0.45183820079287323
548,0.34188024268572365
549,0.3939767444749773
550,0.47188412079218967
551,0.543113625878245
552,0.4263125705145629
553,0.3682993955993303
554,0.29279971092576085
555,0.3539822699001157
556,0.43103197292847834
557,0.3042142469918716
558,0.36654571871614644
559,0.593377212283481
560,0.6290070985593609
561,0.43702654764650023
562,0.45575336513728487
563,0.3799473786426017
564,0.31980865598564373
565,0.3149593853896145
566,0.2743282490638435
567,0.3055407461093318
568,0.24850194993499083
569,0.44883954232079565
570,0.33685937846847747
571,0.5737722527282761
572,0.6040457723345909
573,0.5503509311783115
574,0.6263536287949125
575,0.7473752178291024
576,0.782490529516088
577,0.8078477924927816
578,0.7858759262253794
579,0.8963584280172583
580,0.8469375999537041
581,0.9167002230541273
582,0.9304843656614509
583,0.9062904504323751
584,0.874406247646001
585,0.8429716927061208
586,0.8029375276900097
587,0.8494131732180267
588,0.8915675089080226
589,0.8345257454761204
590,0.853899181862309
591,0.8750182863672102
592,0.29402482088248827
593,0.34643480244698377
594,0.29161519177608536
595,0.20159877542615562
596,0.18609348543502344
597,0.1334244585543329
598,0.16929913963837015
599,0.2128572355041425
600,0.28803497932649963
601,0.22272417146437257
602,0.25950110889190414
603,0.31606931431613
604,0.2208475731186097
605,0.27511754966270313
606,0.22540583823895902
607,0.28652677089108863
608,0.1867691921492511
609,0.2730551031497799
610,0.3140771831741147
611,0.3411137503525297
612,0.4094082911461574
613,0.3109218194339354
614,0.38876521395890007
615,0.5284634769031251
616,0.4443595486401092
617,0.5826264534754935
618,0.5282321143623169
619,0.5656751573617194
620,0.6330751524309141
621,0.6763891072570434
622,0.8139789823780891
623,0.8387767796936528
624,0.8693383641250334
625,0.8254885051019376
626,0.8773593526997344
627,0.9132254674506416
628,0.934211443795485
629,0.9549062722554429
630,0.957564416978222
631,0.9491954246974911
632,0.45936046942033576
633,0.3613590001260985
634,0.28449929261235435
635,0.23571319289889384
636,0.2388120035929314
637,0.31374579291419674
638,0.36641385480424454
639,0.40049820061256247
640,0.486147703476402
641,0.39162578998506414
642,0.3128797359003438
643,0.27248909952009426
644,0.27257629797014543
645,0.19989876967614886
646,0.15404073595428375
647,0.18648391394350325
648,0.23560640644059702
649,0.15619861605249635
650,0.2252258275593645
651,0.266906633709615
652,0.3601997001325316
653,0.28098404775381297
654,0.5116808298296471
655,0.4109353909711112
656,0.31386303786992675
657,0.2658831679726668
658,0.27694155175599716
659,0.21670981430459757
660,0.2633601759840387
661,0.1965104735689239
662,0.12952243885735376
663,0.18031764532454408
664,0.24185040196405383
665,0.29634909711805785
666,0.2559342556633313
667,0.28735240656672345
668,0.5166165565649857
669,0.4377030820710625
670,0.4099761668748587
671,0.4063348077027264
672,0.4757418961860429
673,0.41489536370182223
674,0.4614441242278448
675,0.6544071173166142
676,0.7584585725175984
677,0.687633504068043
678,0.7405154032302361
679,0.6608517269683044
680,0.7150104227257851
681,0.7580119746831478
682,0.6995605050505549
683,0.7709570219517532
684,0.9054768369167229
685,0.9157704646080114
686,0.9327012764022902
687,0.9593547179158819
688,0.48026403185621225
689,0.5149644422406312
690,0.43365482479817413
691,0.3432641688202319
692,0.4248485274734487
693,0.6196561662447677
694,0.7082851885645535
695,0.6294717200518672
696,0.5105281011380779
697,0.4443546928793095
698,0.48160532420905733
699,0.3846680012663232
700,0.3150013598252213
701,0.24986060478263597
702,0.3051934243182964
703,0.22546464117581877
704,0.20237787568891152
705,0.12129250598314294
706,0.13486062947240327
707,0.10849617779094199
708,0.23426771978582997
709,0.1708415438922199
710,0.11916910392515129
711,0.1589545151975919
712,0.17864374961258953
713,0.2838981912438563
714,0.36237192451171796
715,0.4384902545578481
716,0.554148049233501
717,0.43089507527843673
718,0.36418056257779924
719,0.23611301484773317
720,0.3733274583553735
721,0.24962815568107877
722,0.37026145368867
723,0.24444892574853366
724,0.187565754246796
725,0.26065202087239675
726,0.4078331603756666
727,0.26065202087239675
728,0.41021426270069594
729,0.6892881536849231
730,0.607279732949048
731,0.6696835555339953
732,0.5821596883853276
733,0.4868556047024109
734,0.35672715980605424
735,0.30732828326416634
736,0.2369731841696552
737,0.1719338052150008
738,0.13810237099295944
739,0.15813511981637066
740,0.20440953483305932
741,0.2553705832521936
742,0.29567231552581935
743,0.34630932534365005
744,0.2709153584007604
745,0.186959779670065
746,0.15630600817959545
747,0.6177915269718218
748,0.5215522009130181
749,0.5815125971446016
750,0.6411378748893688
751,0.5491044545190032
752,0.694610816231507
753,0.5991637935376534
754,0.5129009307872935
755,0.5761069409406242
756,0.5102951492652505
757,0.47595873684064405
758,0.3938714533197597
759,0.4481109454074335
760,0.371495036664149
761,0.42660418367883945
762,0.3573612625868546
763,0.2546014851609959
764,0.2085791413914751
765,0.14225186898364872
766,0.1289471866172343
767,0.15646182764045724
768,0.12024100799797656
769,0.25571785768934924
770,0.21469928105139682
771,0.22411083231357565
772,0.2944026415156051
773,0.3445372675061168
774,0.4043236458739454
775,0.32253126355027867
776,0.244529751425004
777,0.20673158832369112
778,0.1753071649025113
779,0.17165259800614874
780,0.1339592047391739
781,0.1837802691524905
782,0.2158653908088301
783,0.15427337686866457
784,0.19890766320315845
785,0.31544915003839347
786,0.24569429119855082
787,0.18859365984185095
788,0.22864218104079856
789,0.19377388185683336
790,0.2247461481653352
791,0.2607485918694642
792,0.21763476516604807
793,0.2562440545745864
794,0.18797602126126278
795,0.2607485918694642
796,0.19462018016287871
797,0.1557334165001606
798,0.11131136657468149
799,0.14235373033955057
800,0.16847264481491078
801,0.21520954981457957
802,0.15729635996909136
803,0.1226010212091301
804,0.06974257527319572
805,0.12434391394290803
806,0.07340308293965683
807,0.44610044871647436
808,0.5211274556611053
809,0.5688927172773708
810,0.4931732330244239
811,0.6337390472610877
812,0.5420552200392093
813,0.40263623442780294
814,0.4965559835147292
815,0.6893913183010182
816,0.7475402260518585
817,0.8721372322631428
818,0.8356476596449578
819,0.8618732560242929
820,0.8916401162954336
821,0.8442692371903608
822,0.7893694372443802
823,0.745086376067133
824,0.7907657102821085
825,0.7044373332010959
826,0.7790700197212108
827,0.6900656847064063
828,0.7516286115501294
829,0.7837494069895277
830,0.7124750746557535
831,0.8856214240252944
832,0.8971369441200292
833,0.9234020719308214
834,0.9021926625724115
835,0.8454263732017947
836,0.9015341368110124
837,0.8366771333972213
838,0.7777553918672098
839,0.7317315485342627
840,0.670003304254087
841,0.8366087565720922
842,0.7805184164237879
843,0.8033101280234194
844,0.8461669996138481
845,0.8329839433169517
846,0.8740792346562891
847,0.8359683976338276
848,0.7750504949349664
849,0.7479558589960117
850,0.7958666929188698
851,0.8445506785435085
852,0.7902674712584924
853,0.8015752281489807
854,0.7667218777896808
855,0.8944564556233798
856,0.8535836838707728
857,0.879583946470396
858,0.832035547967127
859,0.8013984705466466
860,0.836921213791895
861,0.7835201894884904
862,0.7134895868753176
863,0.7661812656336485
864,0.6915126628415633
865,0.5778658835896432
866,0.7623229376778613
867,0.7446205021954692
868,0.5906724742509841
869,0.7206642902201597
870,0.7612230114135334
871,0.4359990500065435
872,0.3579560877113224
873,0.2887985489443936
874,0.3428419823408093
875,0.28807937494929053
876,0.2487273992736942
877,0.18507685236963753
878,0.22670621166375976
879,0.2815576992178189
880,0.20975032966974966
881,0.24827243742918406
882,0.19897457418922482
883,0.2663020987748613
884,0.20217961721026148
885,0.11897788068943084
886,0.20482591647114676
887,0.26008472368224
888,0.4833619393478354
889,0.46705405899940233
890,0.4551867234013728
891,0.3655301377905684
892,0.32232538289683493
893,0.2564754330673652
894,0.3310647923680645
895,0.3768166313185788
896,0.30250009386034576
897,0.230987138417892
898,0.24323212023925916
899,0.23473864067937467
900,0.2655256362645956
901,0.5014199997805054
902,0.5760745328117958
903,0.6453364688909392
904,0.5378454828273836
905,0.4494212186702822
906,0.41441214519993924
907,0.43633223377174024
908,0.34223443526929526
909,0.29270975716918246
910,0.34258690391406094
911,0.38722293272962166
912,0.32181379226311946
913,0.3614976957427416
914,0.5166165565649857
915,0.4338093398782774
916,0.3480791868932371
917,0.29285282813349917
918,0.29941755244836926
919,0.37990908484983577
920,0.5831244919611779
921,0.4686650521145331
922,0.5510979979051648
923,0.4648384771331481
924,0.5322946224569131
925,0.5877968737654081
926,0.5084790381874054
927,0.44049825668603726
928,0.33316942824674245
929,0.26249790085037544
930,0.32435171845803795
931,0.23411415869012825
932,0.19112776548377783
933,0.31810270654598233
934,0.276941908929561
935,0.4799327838290608
936,0.5838525496361615
937,0.6535985553146249
938,0.5588797449971754
939,0.48118790352093116
940,0.5286418581988155
941,0.6295821260640393
942,0.5419849480957624
943,0.42198571529905865
944,0.5177188871559583
945,0.4151137124937183
946,0.3626605735241822
947,0.5615995842885344
948,0.5085929048114592
949,0.531199983753673
950,0.5910389680564648
951,0.598747206102923
952,0.5967741824715905
953,0.5980420170266153
954,0.5958369756270298
955,0.5881853501802106
956,0.5803970198108116
957,0.5841004592384138
958,0.5851036009846656
959,0.575141963321332
960,0.5773035911398131
961,0.5869313720603444
962,0.5888444022861862
963,0.5870725888083097
964,0.5839391367515672
965,0.5841226958946061
966,0.5970694128513864
967,0.5977825012508
968,0.3275110180852586
969,0.25281706718991964
970,0.1883823819131249
971,0.23293364196407568
972,0.19271868148828045
973,0.23587493229007664
974,0.16794713283525428
975,0.1216220870079398
976,0.1454116003789465
977,0.11081177539044976
978,0.06774920284541415
979,0.08186294322359648
980,0.12664017929640206
981,0.16594372760440887
982,0.3519167891761222
983,0.28622969126190156
984,0.3382633309428157
985,0.392502311323986
986,0.4971237551258786
987,0.4384665885958417
988,0.6043047058372699
989,0.5214791660574144
990,0.5814413697645863
991,0.6540658061571178
992,0.6855838040596075
993,0.8196915296393961
994,0.7566844272513131
995,0.6769155421324667
996,0.7312496932233218
997,0.6721414571797067
998,0.7282488565782599
999,0.7672067165746579
1000,0.6933214926619164
1001,0.777147575480188
1002,0.7165906428079934
1003,0.6142246554645052
1004,0.6880494170335979
1005,0.6037439629944953
1006,0.667266101269633
1007,0.5904727240923675
1008,0.6341489352303924
1009,0.8218703648000985
1010,0.7668311739743636
1011,0.8095769941723939
1012,0.8481581998988448
1013,0.8049464451020145
1014,0.7619546916731033
1015,0.6517243092736607
1016,0.5697087785056668
1017,0.6396067085427172
1018,0.6845172660753044
1019,0.7317853587035961
1020,0.8329374649774194
1021,0.8673462047128293
1022,0.8350580541672226
1023,0.7666679768115571
1024,0.6985807819270782
1025,0.6859807296457253
1026,0.7454308117325477
1027,0.77322009178421
1028,0.8186513692297157
1029,0.3347504926655892
1030,0.41574409165213316
1031,0.3090413731740231
1032,0.25351086179161864
1033,0.19222996901560624
1034,0.24237432503761075
1035,0.2773428244704454
1036,0.23062328428478085
1037,0.1574728870108391
1038,0.12785977293092085
1039,0.16423878066675643
1040,0.2023318622544649
1041,0.22301724786260457
1042,0.1729090402624599
1043,0.3578563844353774
1044,0.42306577800945405
1045,0.3351142692705451
1046,0.4048547896829548
1047,0.32678957426299227
1048,0.37415206127642525
1049,0.31683527188849014
1050,0.2506432549425177
1051,0.17518024973300714
1052,0.13837553139522624
1053,0.09304201836915903
1054,0.0750076366710531
1055,0.08613417424651869
1056,0.06442787559979375
1057,0.0767075778079336
1058,0.05799959028311409
1059,0.07277348802059148
1060,0.11612702365809967
1061,0.06841266860168534
1062,0.04781666986424753
1063,0.030261295975710204
1064,0.04825983113211603
1065,0.05494602883797118
1066,0.03604282497889689
1067,0.04872153209212856
1068,0.09689188521004627
1069,0.06318610558311184
1070,0.08752754005183276
1071,0.05854705753406143
1072,0.045511123765394214
1073,0.0420441328260139
1074,0.05298238119545232
1075,0.10715594345651304
1076,0.0847040132738498
1077,0.05479266648217597
1078,0.03972219728393136
1079,0.10463163969873619
1080,0.07309933190245618
1081,0.051244375992134196
1082,0.05824103481728727
1083,0.05922361798763273
1084,0.0702865800832499
1085,0.31002742845443493
1086,0.25062618031901357
1087,0.18706697428870295
1088,0.24070059943124447
1089,0.17031289015061848
1090,0.16416854178645154
1091,0.11334075147333562
1092,0.08166983975750526
1093,0.07296969097719525
1094,0.07291571659534841
1095,0.046709780737721744
1096,0.06089816925839174
1097,0.08837312168890675
1098,0.1674571107049431
1099,0.17986798934881226
1100,0.1307715892451787
1101,0.16568407478160552
1102,0.11791218624643732
1103,0.15078118058416765
1104,0.12262419342011925
1105,0.08395394407024583
1106,0.09615527897965308
1107,0.1396732914807659
1108,0.2382330865288752
1109,0.18282355856331634
1110,0.14348275738500754
1111,0.09873430069095004
1112,0.08796423133237052
1113,0.09032090707166004
1114,0.060612456388034724
1115,0.07886180234143551
1116,0.10111023531335553
1117,0.0755957511162066
1118,0.08692784127950752
1119,0.19977153367597977
1120,0.25921623466158883
1121,0.3071466023300021
1122,0.20083548825378594
1123,0.18458226966263624
1124,0.14516822093044537
1125,0.17080837543184094
1126,0.12493753632728434
1127,0.166791249682057
1128,0.12311870185857335
1129,0.10018113246371135
1130,0.12740331051816453
1131,0.0894568304845061
1132,0.0569889490944105
1133,0.08268758100164239
1134,0.09856460388712909
1135,0.07509166747648825
1136,0.036599178897146534
1137,0.14124331332300052
1138,0.10097697651236244
1139,0.08153568093799586
1140,0.09013274016464506
1141,0.21619782452510244
1142,0.16089839425878014
1143,0.11596270021913713
1144,0.10487781026602899
1145,0.11927687582411241
1146,0.15974503871554907
1147,0.32135577715876756
1148,0.2551524446081655
1149,0.29656520279089726
1150,0.3575827518268808
1151,0.4011779895767282
1152,0.325125327616481
1153,0.5621135679845652
1154,0.3742132600896474
1155,0.3876907567437874
1156,0.33702990542555605
1157,0.3415531772260624
1158,0.2624463833472248
1159,0.32203867605753467
1160,0.38799443185682764
1161,0.30371760654987456
1162,0.3437818244929985
1163,0.3021020799506758
1164,0.3518054872902733
1165,0.3000292827843695
1166,0.2071544352364061
1167,0.17403184331719626
1168,0.12183741714094169
1169,0.08709306043788614
1170,0.06893748528916725
1171,0.06664909062487845
1172,0.0712373951076572
1173,0.05614917133148911
1174,0.04072167576623957
1175,0.049201395627959124
1176,0.06623495206417279
1177,0.07829927177919535
1178,0.06264610982094583
1179,0.08282563934186696
1180,0.18298421802176396
1181,0.1351650048766972
1182,0.10342970024842946
1183,0.12820084248990093
1184,0.16387244765264686
1185,0.12464193727030434
1186,0.08708250985579528
1187,0.11230496172356812
1188,0.14499404842474556
1189,0.15431955385073323
1190,0.20819958068823144
1191,0.24424698687800608
1192,0.2980563392427768
1193,0.17638249024185057
1194,0.1823686925425861
1195,0.26028060599119374
1196,0.16063173484772497
1197,0.13395811558064888
1198,0.0955388559025901
1199,0.06848774257400231
1200,0.04604186727458831
1201,0.06070259300824726
1202,0.04150841774492236
1203,0.048980672755921516
1204,0.07638446456688662
1205,0.0973315609977699
1206,0.07971037298660294
1207,0.10051483923227549
1208,0.22324931251533783
1209,0.16329362800131625
1210,0.20819845409282517
1211,0.15070823776450573
1212,0.13088983976429552
1213,0.16518421400044717
1214,0.6922989796000782
1215,0.6048868294290074
1216,0.665716730357202
1217,0.5806946568169956
1218,0.7398580981928788
1219,0.7510421729832456
1220,0.651282430054398
1221,0.5252470864025602
1222,0.5267287960011316
1223,0.6226032921497817
1224,0.6842940937575851
1225,0.5434958181768849
1226,0.6283629217466867
1227,0.6913356798563735
1228,0.6046687203196849
1229,0.5037112715968366
1230,0.4023800641450783
1231,0.32253646660948265
1232,0.40208302656551465
1233,0.2689920161121265
1234,0.23065115917364376
1235,0.18954824669116704
1236,0.25928269148882693
1237,0.27191815963680666
1238,0.41534841262234
1239,0.2812900894657448
1240,0.21538722941679947
1241,0.16899026978096915
1242,0.13048897778452925
1243,0.08501634287356245
1244,0.11096148089768496
1245,0.06987805795918049
1246,0.0704241513096219
1247,0.06239483568175374
1248,0.06697837289849017
1249,0.047472813814889304
1250,0.039909319089781
1251,0.03399851767350319
1252,0.04252680392189003
1253,0.057439718346412094
