,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width_B,serve_width_BC,serve_width_BW,serve_width_C,serve_width_W,serve_depth_CTL,serve_depth_NCTL,return_depth_D,return_depth_ND,winner_shot_type_0,winner_shot_type_B,winner_shot_type_F,elapsed_seconds,performance,momentum,predicted performance,predicted momentum,integrated point winner,win probability,partial win probability,micro,macro
10,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:07:05,1,2,11,0,0,1,0,0,0,2,1,2,6,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.785,4.915,1,112.0,0,0,0,0,1,1,0,1,0,1,0,0,425,-0.11110342118835148,-6.023568650693274,0.05208352549543582,-4.675093410478199,1,0.093957174899641,0.0024345908784186993,0.22106231556126243,0.3383824402160639
11,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:07:28,1,2,12,0,0,1,0,0,15,2,1,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.744,18.244,4,130.0,0,0,0,0,1,0,1,1,0,1,0,0,448,1.8653791578277554,-4.158189492865519,0.7572435098343537,-3.9178499006438456,2,0.0643209532004886,-0.052154427766487,0.4639547840021994,0.3426583349404081
12,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:08:06,1,2,13,0,0,1,0,15,15,2,1,1,8,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.013,18.626,4,120.0,0,0,0,1,0,0,1,1,0,1,0,0,486,1.8581381500162624,-2.300051342849257,0.6662155803218035,-3.251634320322042,3,0.041802747133154,-0.0314956167565925,0.436025810101847,0.343974881815225
13,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:08:41,1,2,14,0,0,1,0,30,15,2,1,2,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.667,7.112,3,128.0,0,0,0,0,1,0,1,0,1,0,0,1,521,-0.09964730324586835,-2.3996986460951253,0.7279721001759223,-2.52366222014612,2,0.0328253364438961,-0.0035947428320644015,0.4425398011405969,0.336299509681067
14,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:09:11,1,2,15,0,0,1,0,30,30,2,1,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.399,2.237,1,130.0,0,0,0,1,0,0,1,0,1,1,0,0,551,-0.14186184998373752,-2.541560496078863,0.016493972721873473,-2.5071682474242465,1,0.0382080043010896,0.012663706507234002,0.2194519409018703,0.343974881815225
15,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:09:37,1,2,16,0,0,1,0,30,40,2,2,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,4.307,2,97.0,0,0,1,0,0,0,1,1,0,1,0,0,577,1.8581381500162624,-0.6834223460626005,0.04573646198288628,-2.46143178544136,2,0.0454890429511301,0.0026078322650847988,0.22919943732220793,0.343974881815225
16,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:10:20,1,2,17,0,0,1,0,40,40,2,1,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.245,5.499,1,124.0,0,1,0,0,0,0,1,0,0,1,0,0,620,-0.09964730324586835,-0.7830696493084689,0.14416856020376023,-2.3172632252375998,1,0.0408158365661744,0.003836739196103299,0.2479386211498762,0.336299509681067
17,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:10:45,1,2,18,0,0,1,0,40,55,2,1,2,9,9,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.194,16.594,3,116.0,0,0,0,1,0,0,1,0,1,0,0,1,645,-0.11087262349917393,-0.8939422728076428,0.2710357550464031,-2.0462274701911967,0,0.0493257821472334,0.038215501611531706,0.2939694595151924,0.3383404769998498
18,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:11:24,1,3,19,0,0,1,1,0,0,1,1,1,10,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,1.073,1,126.0,0,0,0,1,0,1,0,0,0,1,0,0,684,0.029692584311894255,-0.8642496884957486,-0.10377144314337328,-2.14999891333457,1,0.0790313381777061,0.043305133645890496,0.7888453241815775,0.6764195301251101
19,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:11:47,1,3,20,0,0,1,1,15,0,1,1,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.088,34.756,5,127.0,0,0,0,0,1,1,0,1,0,1,0,0,707,0.0041695771584036034,-0.860080111337345,-0.6883173112737755,-2.838316224608345,2,0.0926309157931239,-0.017531175295044304,0.602504370522607,0.6810600768802902
20,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:12:17,1,3,21,0,0,1,1,30,0,1,1,2,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288,10.818,2,114.0,0,0,1,0,0,0,1,1,0,1,0,0,737,-1.9820875559214153,-2.84216766725876,-0.780068808478223,-3.618385033086568,1,0.0615001628826618,-0.011916374583297501,0.5673395824810641,0.6785613738038937
21,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:12:44,1,3,22,0,0,1,1,30,15,1,1,1,12,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.166,32.944,9,127.0,1,0,0,0,0,0,1,0,1,1,0,0,764,0.004838612576973489,-2.8373290546817866,-0.7725530007377425,-4.390938033824311,2,0.0807145412098264,0.005962320904833604,0.5742027955617613,0.6809384340769139
22,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:13:26,1,3,23,0,0,1,1,40,15,1,2,1,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,4.479,1,103.0,0,1,0,0,0,0,1,1,0,1,0,0,806,-0.05084237275543524,-2.888171427437222,-0.12874775366889768,-4.519685787493208,3,0.0674624837874954,-0.024153425552378392,0.8073648730288459,0.6910622495918973
23,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:15:31,1,4,24,0,0,2,1,0,0,2,2,2,13,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.601,13.713,3,107.0,0,1,0,0,0,0,1,0,1,1,0,0,931,-0.11110342118835148,-2.999274848625573,0.6839171669297992,-3.8357686205634094,2,0.056561115657448,0.005992234171574698,0.4316735293727169,0.3383824402160639
24,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:16:15,1,4,25,0,0,2,1,0,15,2,1,2,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.925,13.976,3,111.0,0,0,1,0,0,0,1,0,1,1,0,0,975,-0.10679116310189807,-3.106066011727471,0.7325120426231411,-3.103256577940268,1,0.0734547179590701,0.0973418002034481,0.4464344019083464,0.3375983932912542
25,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:16:47,1,4,26,0,0,2,1,0,30,2,1,2,13,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,1.067,1,125.0,0,0,0,1,0,0,1,0,0,1,0,0,1007,-0.10679116310189807,-3.2128571748293693,0.0870585616080557,-3.016198016332212,0,0.1539029158608961,0.04508557598678829,0.2312832415699846,0.3375983932912542
26,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:17:08,1,4,27,0,0,2,1,0,40,2,1,2,13,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.027,7.402,3,126.0,0,0,0,0,1,0,1,0,0,0,0,1,1028,-0.09964730324586835,-3.3125044780752377,0.6340342154622638,-2.3821638008699484,-1,0.1185402939458584,-0.00873712420286571,0.4112271729027107,0.336299509681067
27,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:17:49,1,5,28,0,0,2,2,0,0,1,1,1,14,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.352,29.366,5,116.0,0,0,0,0,1,1,0,0,1,0,0,1,1069,0.0025315727694927848,-3.309972905305745,-0.7154063240597044,-3.0975701249296526,0,0.1451657916580304,-0.02153810193469409,0.5940207010569343,0.6813578958600922
28,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:18:25,1,5,29,0,0,2,2,15,0,1,1,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,129.0,0,0,0,1,0,0,1,0,1,1,0,0,1105,-0.014620587941617913,-3.324593493247363,-0.7455447508999351,-3.8431148758295874,1,0.0970021920111643,-0.0776838860859943,0.5896919456805609,0.6844764705348396
29,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:18:50,1,5,30,0,0,2,2,30,0,1,1,1,16,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3,110.0,0,1,0,0,0,0,1,0,1,1,0,0,1130,0.0627508825551828,-3.26184261069218,-0.34079726645256647,-4.1839121422821535,2,0.0674819055720361,-0.03977340362809511,0.6988172836640836,0.6704089304445122
30,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:19:20,1,5,31,0,0,2,2,40,0,1,2,2,16,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2,113.0,0,1,0,0,0,0,1,0,1,1,0,0,1160,-1.9703074156881057,-5.232150026380285,-0.11611430843002712,-4.30002645071218,1,0.0572287883830692,0.002037569462087205,0.7847310357526929,0.6764195301251101
31,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:20:03,1,5,32,0,0,2,2,40,15,1,2,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,104.0,0,1,0,0,0,0,1,1,0,1,0,0,1203,-1.9372491174448172,-7.169399143825102,-0.734584457912281,-5.034610908624462,0,0.0695194750341233,0.03932316405713831,0.5675548865108454,0.6704089304445122
32,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:20:55,1,5,33,0,0,2,2,40,30,1,1,2,16,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2,111.0,1,0,0,0,0,1,0,1,0,1,0,0,1255,-1.9703074156881057,-9.139706559513208,-0.8002962884675432,-5.834907197092005,-1,0.0965519524402075,0.036522513097965004,0.5566703757401875,0.6764195301251101
33,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:21:27,1,5,34,0,0,2,2,40,40,1,2,1,17,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5,97.0,0,0,0,1,0,1,0,1,0,1,0,0,1287,0.0627508825551828,-9.076955676958026,-0.552910599151861,-6.3878177962438665,0,0.1060419881320883,-0.02149573875585581,0.6281128394309854,0.6704089304445122
34,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:22:19,1,5,35,0,0,2,2,55,40,1,1,1,18,17,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1,114.0,0,0,0,1,0,0,1,1,0,1,0,0,1339,0.060477919226822774,-9.016477757731202,-0.339552699007058,-6.727370495250924,1,0.0750562136843517,-0.044512422681487904,0.6999897939220397,0.670822196504214
35,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:24:22,1,6,36,0,0,3,2,0,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,110.0,0,0,0,0,1,1,0,0,1,1,0,0,1462,-0.13479987486439604,-9.151277632595598,0.6192145385036063,-6.108155956747318,0,0.0615295654506004,-0.004105505460856598,0.4180048044560008,0.3426908863389811
36,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:24:53,1,6,37,0,0,3,2,0,15,2,2,1,19,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6,90.0,0,0,1,0,0,0,1,0,1,1,0,0,1493,1.8932029994711326,-7.258074633124465,0.9438919686571866,-5.1642639880901315,1,0.0709507082234951,-0.004832147783427498,0.516896323062018,0.3375994546416123
37,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:05,1,6,38,0,0,3,2,15,15,2,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,125.0,0,0,0,1,0,0,1,1,0,1,0,0,1565,-0.11087262349917393,-7.368947256623639,0.032426990077649265,-5.131836998012482,0,0.0566974176671729,-0.004280822786989699,0.2144332045256077,0.3383404769998498
38,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:30,1,6,39,0,0,3,2,15,30,2,1,2,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,127.0,1,0,0,0,0,0,1,0,1,1,0,0,1590,-0.14186184998373752,-7.510809106607376,0.08981961084273316,-5.042017387169749,-1,0.0666698854365054,0.022652347808492596,0.24389382027549023,0.343974881815225
39,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:56,1,6,40,0,0,3,2,15,40,2,2,2,19,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,111.0,0,0,1,0,0,0,1,0,1,1,0,0,1616,-0.14186184998373752,-7.6526709565911135,0.07801879416443713,-4.963998593005312,-2,0.0793497654756655,0.09344497140509639,0.23996021471605822,0.343974881815225
40,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:27:42,1,7,41,0,0,3,3,0,0,1,2,1,20,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9,107.0,0,0,1,0,0,0,1,0,1,0,1,0,1662,0.0041695771584036034,-7.64850137943271,-1.170611990944235,-6.134610583949547,-1,0.1601148568416018,0.0346408222239275,0.4417394772991205,0.6810600768802902
41,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:28:37,1,7,42,0,0,3,3,15,0,1,1,1,21,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3,120.0,0,0,0,1,0,0,1,0,1,1,0,0,1717,0.0041695771584036034,-7.644331802274306,-1.1169042462473493,-7.251514830196896,0,0.113990587699593,-0.08571924111376208,0.459642058864749,0.6810600768802902
42,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:29:06,1,7,43,0,0,3,3,30,0,1,1,1,22,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3,115.0,0,0,0,0,1,1,0,0,1,0,0,1,1746,0.0627508825551828,-7.581580919719123,-0.7870848230892432,-8.03859965328614,1,0.0743956157278397,-0.050567458376537505,0.5500547647851913,0.6704089304445122
43,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:29:32,1,7,44,0,0,3,3,40,0,1,2,2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,104.0,0,0,1,0,0,0,1,1,0,1,0,0,1772,-1.9958304228415964,-9.577411342560719,-0.8049171225955006,-8.84351677588164,0,0.0634231293230555,0.0018222463541422013,0.5636377667486986,0.6810600768802902
44,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:30:17,1,7,45,0,0,3,3,40,15,1,2,1,23,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5,101.0,1,0,0,0,0,0,1,1,0,1,0,0,1817,0.0257859986317327,-9.551625343928986,-1.1423637340084616,-9.985880509890102,1,0.0762178620819819,-0.0025140377639836925,0.4439500891199353,0.677129818430594
45,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:32:34,1,8,46,0,0,4,3,0,0,2,1,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,132.0,0,0,0,1,0,1,0,1,0,1,0,0,1954,-0.10679700052886754,-9.658422344457854,0.019078281519763762,-9.966802228370337,0,0.0609090915590718,0.008733247774158598,0.20862509401621043,0.3375994546416123
46,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:32:57,1,8,47,0,0,4,3,0,15,2,2,1,24,23,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.929,0.93,0,112.3839175891759,0,0,0,0,1,1,0,0,0,1,0,0,1977,1.889127376500826,-7.769294967957028,0.0013056412555666475,-9.965496587114771,1,0.0849511098561405,0.0503721718356607,0.20405942158491353,0.3383404769998498
47,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:33:33,1,8,48,0,0,4,3,15,15,2,1,2,24,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,130.0,0,0,0,1,0,1,0,0,0,1,0,0,2013,-0.11087262349917393,-7.8801675914562015,0.0013056412555666475,-9.964190945859205,0,0.1112812633947325,-0.012030945436626098,0.20405942158491353,0.3383404769998498
48,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:33:58,1,8,49,0,0,4,3,15,30,2,2,1,25,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,101.0,0,0,1,0,0,0,1,1,0,1,0,0,2038,1.8581381500162624,-6.022029441439939,0.6490348259099119,-9.315156119949293,1,0.0729201644195144,-0.0602213727826891,0.4302988919645498,0.343974881815225
49,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:34:46,1,8,50,0,0,4,3,30,30,2,2,1,26,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16,106.0,1,0,0,0,0,0,1,1,0,0,0,1,2086,1.8581381500162624,-4.163891291423676,0.5825331992028655,-8.732622920746428,2,0.0510598906120434,-0.042886238537958705,0.408131683062201,0.343974881815225
50,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:36:02,1,8,51,0,0,4,3,40,30,2,2,1,27,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6,106.0,1,0,0,0,0,0,1,0,1,1,0,0,2162,1.8581381500162624,-2.3057531414074135,0.6444739027769973,-8.08814901796943,3,0.0300339258815557,-0.026514903282270397,0.4287785842535783,0.343974881815225
51,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:37:18,1,9,52,0,0,5,3,0,0,1,1,1,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,115.0,0,0,1,0,0,0,1,1,0,1,0,0,2238,0.08085610738820215,-2.2248970340192114,-0.021710586096700846,-8.10985960406613,4,0.024544987329773,-0.0094436300282013,0.7991444355050323,0.6671170713839633
52,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:37:44,1,9,53,0,0,5,3,15,0,1,2,2,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,100.0,0,0,1,0,0,0,1,1,0,1,0,0,2264,-1.9958304228415964,-4.220727456860808,-0.5520538852787358,-8.661913489344867,3,0.0205902958533544,0.0011851106637449996,0.6479255125209535,0.6810600768802902
53,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:38:26,1,9,54,0,0,5,3,15,15,1,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,122.0,0,1,0,0,0,0,1,1,0,1,0,0,2306,-0.06057180769861725,-4.281299264559426,-0.18907952126116268,-8.850993010606029,4,0.025730097993518,-0.0019273079521319979,0.7904974288124849,0.692831237763385
54,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:38:54,1,9,55,0,0,5,3,30,15,1,1,2,29,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,115.0,0,0,0,1,0,0,1,0,1,1,0,0,2334,-1.9958304228415964,-6.277129687401022,-0.3890398676471769,-9.240032878253206,3,0.0186629879012224,-0.0012642148466589995,0.7022635183981398,0.6810600768802902
55,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:39:29,1,9,56,0,0,5,3,30,30,1,1,1,30,26,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,129.0,0,0,0,1,0,0,1,0,1,1,0,0,2369,0.0025315727694927848,-6.274598114631529,-0.4204841220145775,-9.660517000267784,4,0.024465883146859,-0.0002787996013198027,0.6923281017386432,0.6813578958600922
56,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:40:01,1,9,57,0,0,5,3,40,30,1,1,2,30,27,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,113.0,0,0,1,0,0,0,1,0,0,1,0,0,2401,-2.014620587941618,-8.289218702573148,-0.12048677069768898,-9.781003770965473,3,0.0183841882999026,-0.0021376013475625025,0.7980446057479763,0.6844764705348396
57,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:40:33,1,9,58,0,0,5,3,40,40,1,1,1,31,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,114.0,0,0,1,0,0,0,1,1,0,1,0,0,2433,0.057073204424596735,-8.232145498148551,-0.9439528483126416,-10.724956619278114,4,0.0223282817992965,-0.0025472433994866983,0.4996579824209206,0.6714412355591642
