,Micro Predictions
905,0.7735609343079155
906,0.5899080241906325
907,0.7954184708318758
908,0.767115555461424
909,0.21331271360259843
910,0.4147605094061917
911,0.21675752142908686
912,0.33353686905644003
913,0.23041459639444953
914,0.7868390009965657
915,0.5341696887889533
916,0.7759661184863593
917,0.7828622823260091
918,0.20862509401621046
919,0.44660212651383624
920,0.21675752142908686
921,0.46027801993030537
922,0.5694645170507229
923,0.6885092924895001
924,0.5494270584079853
925,0.8052716031198993
926,0.7837399403636729
927,0.5984010301895499
928,0.3889133873277069
929,0.4568466514694156
930,0.2040594215849135
931,0.23767531748639467
932,0.2315481666986796
933,0.19744781235960546
934,0.6107040970091775
935,0.2040594215849135
936,0.4829442058220127
937,0.49236310463995486
938,0.4439500891199353
939,0.7868390009965657
940,0.7252297598070523
941,0.5490166673602535
942,0.7868390009965657
943,0.7186412181277045
944,0.7619833743518639
945,0.5852971397056383
946,0.5346872125739558
947,0.23327337700160078
948,0.4359075479377276
949,0.4235779137324441
950,0.2040594215849135
951,0.5706515372799188
952,0.4320273970124013
953,0.5755008172163627
954,0.7420972040234135
955,0.73971710727223
956,0.23523620542562337
957,0.3137745118795589
958,0.5802698172946367
959,0.7261905665069556
960,0.2939417278755219
961,0.4124395800038965
962,0.7868390009965657
963,0.5852802999899389
964,0.4281436753401484
965,0.21759824073426023
966,0.5835388046405633
967,0.2823558307390137
968,0.5739125610693256
969,0.5984018048976069
970,0.5797250926955144
971,0.6471428257301544
972,0.6681849095455646
973,0.6412768169982188
974,0.4534908728427831
975,0.3876383902555778
976,0.4465640182253511
977,0.4469433606451974
978,0.3734592946144594
979,0.24755455404562546
980,0.424797259527836
981,0.43144354709015365
982,0.5988132433706345
983,0.5984010301895499
984,0.5984010301895499
985,0.5612027326720286
986,0.29043711352275636
987,0.5071511979634502
988,0.41953401548868746
989,0.2281943958450899
990,0.22419883492786138
991,0.42114856509561
992,0.4666459743204128
993,0.767470783125779
994,0.741935979142383
995,0.6020767795272121
996,0.6646925661456875
997,0.5915301116599269
998,0.596362472096961
999,0.5701444416733734
1000,0.6469504777739652
1001,0.5391364147002222
1002,0.5730284454649763
1003,0.20862509401621046
1004,0.431431755495025
1005,0.22573681337819587
1006,0.4448496269007187
1007,0.21331271360259843
1008,0.3321044623222025
1009,0.5873366825543583
1010,0.5760943468436333
1011,0.5214585324697272
1012,0.5366539399851147
1013,0.7571947847668038
1014,0.7197763318616056
1015,0.427293423505552
1016,0.44810657998986897
1017,0.22924865831686594
1018,0.43162796960954813
1019,0.20862509401621046
1020,0.5512170194337376
1021,0.5885534075833665
1022,0.8034768081274996
1023,0.6169372959488055
1024,0.5514654928192372
1025,0.21331271360259843
1026,0.4453898538438274
1027,0.2040594215849135
1028,0.2204581462340497
1029,0.7089870874865387
1030,0.7597622006905698
1031,0.5176312146713473
1032,0.8101438995963467
1033,0.4503306647832089
1034,0.5627475069441661
1035,0.7670880095646804
1036,0.5622028081159324
1037,0.4186505945022251
1038,0.44660212651383624
1039,0.21331271360259843
1040,0.5236658805828345
1041,0.44018748017942755
1042,0.5899080241906325
1043,0.6539428321211112
1044,0.6005259927990364
1045,0.5566703757401875
1046,0.49998300209657925
1047,0.5873366825543583
1048,0.8101438995963467
1049,0.7868390009965657
1050,0.766003251776116
1051,0.43923063104786036
1052,0.4519514316102841
1053,0.22968977493247653
1054,0.22244469684068083
1055,0.7163293200816776
1056,0.8101438995963467
1057,0.6101300964508725
1058,0.8101438995963467
1059,0.6040270624005192
1060,0.596362472096961
1061,0.7888453241815775
1062,0.7246996984606661
1063,0.30613673189078805
1064,0.22115246279311424
1065,0.402919980790492
1066,0.2880290148887983
1067,0.46002345469122635
1068,0.6038821530745018
1069,0.6079072020570554
1070,0.8052716031198993
1071,0.5829434496947894
1072,0.5268638170049647
1073,0.3419835959210035
1074,0.24175384004694322
1075,0.20214378514341186
1076,0.21331271360259843
1077,0.45294421825631853
1078,0.23338324171732105
1079,0.6882964059302027
1080,0.5969144045128411
1081,0.7868390009965657
1082,0.5756908186848143
1083,0.7888453241815775
1084,0.6079072020570554
1085,0.22765381831095374
1086,0.32877186619803367
1087,0.5201250570379615
1088,0.4582087954200719
1089,0.5156779766678067
1090,0.5514654928192372
1091,0.6282395580620047
1092,0.5719133425097066
1093,0.6125094705564673
1094,0.21489544548739278
1095,0.33963570267640053
1096,0.33963570267640053
1097,0.574215582296835
1098,0.42549491866520206
1099,0.5731725183081331
1100,0.5986172742065761
1101,0.8052716031198993
1102,0.6512643208910204
1103,0.79964557090893
1104,0.8052716031198993
1105,0.23273362209698337
1106,0.21913409578337573
1107,0.2204511471132832
1108,0.19744781235960546
1109,0.4251737947713877
1110,0.5969144045128411
1111,0.807411548611318
1112,0.8052716031198993
1113,0.42498142785621323
1114,0.48098407111119584
1115,0.48463089776174945
1116,0.4827138928289916
1117,0.4597610779517571
1118,0.4329687228988737
1119,0.7717998689308527
1120,0.6058324359478089
1121,0.638229780417333
1122,0.8105621910839383
1123,0.7456149801629586
1124,0.6641702168620016
1125,0.6933874356522323
1126,0.45425776601183493
1127,0.5885534075833665
1128,0.803321320246592
1129,0.3237012517350072
1130,0.4392220413953856
1131,0.549279996078112
1132,0.48790813918849824
1133,0.43538471935066375
1134,0.4392615494887716
1135,0.22353840314167112
1136,0.424797259527836
1137,0.21331271360259843
1138,0.5584127672130086
1139,0.30307257412798594
1140,0.49361439519414935
1141,0.6776163433116734
1142,0.6210207001423573
1143,0.6070013082254992
1144,0.6127692776054235
1145,0.8105621910839383
1146,0.8075270634614802
1147,0.23453194902701768
1148,0.31227934507123556
1149,0.44398370727927833
1150,0.22539692124175173
1151,0.47429532957461534
1152,0.4488025907563574
1153,0.6201157498607734
1154,0.8037120935921982
1155,0.6884016381026666
1156,0.7868390009965657
1157,0.4412178336609221
1158,0.31987578858375687
1159,0.49315148195458997
1160,0.4232553196587388
1161,0.26097962678408787
1162,0.48822452699619795
1163,0.49411982051673825
1164,0.4237562107026994
1165,0.37649726316530713
1166,0.47608632164681525
1167,0.7717939606002546
1168,0.6693808134204398
1169,0.5735420253496263
1170,0.8105621910839383
1171,0.6406221487850355
1172,0.19744781235960546
1173,0.5411562678862575
1174,0.3719907603295749
1175,0.4420299886155437
1176,0.4010029758577341
1177,0.3347226370437301
1178,0.3787103760994544
1179,0.2248530875980771
1180,0.7197243976947386
1181,0.7540930570484674
1182,0.7034551721970023
1183,0.7544009062581201
1184,0.7009366193245502
1185,0.5859533533567849
1186,0.4352690775397469
1187,0.44070802113586893
1188,0.21489544548739278
1189,0.4126537548430628
1190,0.5981678456442507
1191,0.6798888470582373
1192,0.7868390009965657
1193,0.8139274920560189
1194,0.6079072020570554
1195,0.8101438995963467
1196,0.7765843862069347
1197,0.7142085690036797
1198,0.4500113621001099
1199,0.47429485088599077
1200,0.22241397553730574
1201,0.4613036594145418
1202,0.4705573862957068
1203,0.25654522125299795
1204,0.4289386433912232
1205,0.21331271360259843
1206,0.5447714564453895
1207,0.32212640086709465
1208,0.8013851060041586
1209,0.807411548611318
1210,0.48187969679129394
1211,0.567821821717744
1212,0.5553433198990818
1213,0.7382978052276725
1214,0.2040594215849135
1215,0.3408850145336085
1216,0.4126537548430628
1217,0.34573775350856595
1218,0.21675752142908686
1219,0.807411548611318
1220,0.7653425543430139
1221,0.807411548611318
1222,0.6210531337737711
1223,0.6319483911643207
1224,0.588057754144381
1225,0.2037795364545714
1226,0.447924093993511
1227,0.21331271360259843
1228,0.48015467943859796
1229,0.4368965152996123
1230,0.2458948419710079
1231,0.5566703757401875
1232,0.7976070128163409
1233,0.807411548611318
1234,0.7172674531249155
1235,0.6003551832397317
1236,0.7888453241815775
1237,0.5642686991281438
1238,0.5183797485374613
1239,0.8119492731436365
1240,0.5873366825543583
1241,0.23328037612236727
1242,0.41555798127440297
1243,0.21875465598146945
1244,0.5758680943477283
1245,0.5095292691885495
1246,0.6245543070310395
1247,0.7888453241815775
1248,0.5710775827144573
1249,0.8046904255350981
1250,0.7868390009965657
1251,0.21540551397080873
1252,0.21331271360259843
1253,0.462164763755542
1254,0.2945557119643492
